"카테고리","대표질문","유사질문","검증샘플","의도","답변"
"모바일","진동벨 서비스는 무엇인가요?","","진동벨 서비스는 무엇인가요?","부가서비스","벨소리가 울릴때 벨소리 리듬에 맞춰 핸드폰 진동기능이 동시에 구현되는 서비스입니다. * 진동벨 서비스 안내 바로가기▶"
"모바일","olleh 모바일 프리미엄 번호변경안내 서비스는 무엇인가요?","","olleh 모바일 프리미엄 번호변경안내 서비스는 무엇인가요?","부가서비스","모든 번호변경 안내 서비스를 통합한 서비스이며, 월 이용요금은 3,000원입니다. * olleh 모바일 프리미엄 번호변경안내 서비스 안내 및 신청 바로가기▶"
"모바일","kt 해지 하고, 타사(SKT/LGT)로 가입했을 경우 번호변경 안내서비스가 가능한가요?","","kt 해지 하고, 타사(SKT/LGT)로 가입했을 경우 번호변경 안내서비스가 가능한가요?","부가서비스","네, 타망번호변경 안내서비스 이용 시 기존 kt의 해지된 번호로 전화가 갈 경우 타사로          가입한 신규 번호에 대한 번호변경 안내가 가능합니다.olleh 모바일 010번호연결서비스 신청은 현재 사용중인 사업자로 신청하시기 바랍니다."
"모바일","타사 핸드폰을 해지 후, kt 번호로 신규개통 할 경우 번호변경 안내서비스 등록이 가능한가요?","","타사 핸드폰을 해지 후, kt 번호로 신규개통 할 경우 번호변경 안내서비스 등록이 가능한가요?","부가서비스","네. kt에서 olleh 모바일 010번호연결 서비스를 등록하여 이용할 수 있습니다."
"모바일","olleh 모바일 폰메일 서비스의 무료 전송건수는 계정당 부여 되나요?","","olleh 모바일 폰메일 서비스의 무료 전송건수는 계정당 부여 되나요?","부가서비스","아닙니다.  예를들어.. olleh 모바일 폰메일 3000 이용을 하면서 A계정, B계정 2개를 사용할 때 A계정의 메일에서 48건을 받았다면 B계정에서는 2건을 무료수신 할 수 있습니다."
"모바일","olleh 모바일 인포샷 서비스 이용시 하루에 몇 건의 정보를 받아볼 수 있나요?","","olleh 모바일 인포샷 서비스 이용시 하루에 몇 건의 정보를 받아볼 수 있나요?","부가서비스","일반 가입자는 1일 최대 3가지 , 프리미엄 가입자는 1일 최대 5가지의 정보를 받아볼 수 있습니다. 설정하신 컨텐츠가 실시간경기 결과일 경우 경기결과가 없을시에는 정보가 발송되지 않으며, 어학/학습 컨텐츠와 같이 정보가 많을 경우에는 1일 2건~3건씩 나눠서 메시지를 보내 드립니다."
"모바일","olleh 모바일 인포샷  컨텐츠 받기를 잠시 일시정지 할 수 있나요?","","olleh 모바일 인포샷  컨텐츠 받기를 잠시 일시정지 할 수 있나요?","부가서비스","MY 인포샷 > 수신정보 설정함에 가셔서 일시정지 버튼을 누르시면 됩니다.일시정지를 하는 즉시 인포샷 컨텐츠는 고객님의 핸드폰으로 발신되지 않으며, 다시받기 버튼을 누르시면 다시 수신 하실 수 있습니다."
"모바일","olleh 모바일 인포샷 서비스의 주가통지는 실시간 정보가 오는 건가요?","","olleh 모바일 인포샷 서비스의 주가통지는 실시간 정보가 오는 건가요?","부가서비스","아닙니다.  1일 1회 장 마감 정보가 제공되어 집니다."
"모바일","대리인도 모비고 서비스 신청이 가능한가요?","","대리인도 모비고 서비스 신청이 가능한가요?","부가서비스","네, 구비서류 지참하여 대리점 및 olleh plaza로 방문하시면 됩니다. 구비서류는 다음과 같습니다.  ㅇ 명의자 요청 시 : 명의자 신분증ㅇ 대리인 요청 시 : 명의자 신분증, 대리인 신분증ㅇ 법인(명의자)요청 시 : 사업자등록증사본, 대리인신분증, 재직증명서 또는 사원증"
"모바일","뮤직팩은 통화료도 무제한 인가요?","","뮤직팩은 통화료도 무제한 인가요?","부가서비스","아닙니다.  정보이용료는 무료이지만 통화료는 부과됩니다.(단, ""olleh 모바일 매직엔 Free "" , ""데이터무제한"" 에 가입하신 고객은 통화료는 부과되지 않습니다.)"
"모바일","olleh 모바일 등기문자거부 서비스는 무엇인가요?","","olleh 모바일 등기문자거부 서비스는 무엇인가요?","부가서비스","문자메시지 수신자가 자신의 문자를 수신하였는지 혹은 읽었는지를 알려주는 서비스(등기 문자)를 원하지 않을 경우, 문자 발신자에게 등기문자를 요청하더라도 통보되지 않도록  하는 서비스입니다. 월 이용요금은 무료입니다. * olleh 모바일 등기문자거부 서비스 안내 및 신청 바로가기"
"모바일","olleh 모바일 캐치콜서비스와 발신번호표시 서비스는 어떻게 다른가요?","","olleh 모바일 캐치콜서비스와 발신번호표시 서비스는 어떻게 다른가요?","부가서비스","■  캐치콜 서비스    ㅇ 본인이 통화가 불가능한 경우(전원이 꺼지거나, 통화권 이탈 지역, 통화중)에         걸려온 전화번호를 통화가 가능한 상태가 되었을 때 SMS로 전송해 주는 서비스입니다. ■  발신번호 표시서비스    ㅇ 통화가 가능한 상태에서 전화가 걸려올 경우에 발신번호가 수신자의 핸드폰에         표시되는 서비스입니다."
"모바일","방송에서 현재 노래가 나오고 있을 경우, 실시간으로 음악정보를 알 수 있나요?","","방송에서 현재 노래가 나오고 있을 경우, 실시간으로 음악정보를 알 수 있나요?","부가서비스","방송음악찾기는 방송에서 최소 3초~5초 정도의 음악이 흘러나오면 이를 음악으로 간주합니다.노래에 따라 검색시간의 차이는 있을 수 있으며, 빠른 경우 10초 이내에, 느린 경우 최대 수분까지 소요될 수 있습니다."
"모바일","olleh 모바일 별비서 서비스 가입 후 이용은 어떻게 하나요?","","olleh 모바일 별비서 서비스 가입 후 이용은 어떻게 하나요?","부가서비스","고객님이 통화 시도 시 상대방이 전화를 받지 않는 경우(통화중, 무응답, 전원끔 등…)참고로 착신자 무응답 시는 자동으로 별비서가 호출됨) 또는 통화 연결중 핸드폰 별표(*)를누르면 고객님만을 위한 통화 도우미 별비서가 호출됩니다.  통화 시도 중 별표(*)를 누르면 안내멘트에 따라 음성 메모 전달, 예약통화 서비스를 제공하며 통화 중 별표(*)를 누르면 통화 내용을 녹음하는 메모 서비스를 제공합니다."
"모바일","MY olleh  모바일 별비서 선택은 무엇인가요?","","MY olleh  모바일 별비서 선택은 무엇인가요?","부가서비스","olleh 모바일 별비서 서비스는 각각의 고객에게 차별화 된 서비스를 제공하기 위해서 4명의 각기 다른 olleh 모바일 별비서를 고객에게 제공해 드립니다. 섹시효리, 순수예진, 명랑근영, 매너현빈의 각기 다른 개성을 가진 olleh 모바일 별비서가 고객님의 통화를 도와드립니다.다양한 안내 멘트와 특성으로 고객님의 통화가 재미있어 집니다."
"모바일","olleh 모바일 정보제공사업자번호차단 서비스는 무엇인가요?","","olleh 모바일 정보제공사업자번호차단 서비스는 무엇인가요?","부가서비스","060, 030, 080, 15XX, 16XX 등의 스팸 음성/문자에 대해 차단이 가능하며, 이용요금은 무료 입니다.  ※ 전체 번호로는 차단이 되지 않습니다    예) 060701로는 차단이 가능하나 0607012112로는 차단이 불가능함.     * olleh 모바일 정보제공사업자번호차단 서비스 안내 및 신청 바로가기"
"모바일","060 스팸전화와 문자 차단이 가능한가요?","","060 스팸전화와 문자 차단이 가능한가요?","부가서비스","네. olleh 모바일 정보제공사업자번호차단 서비스 신청 시 차단 가능합니다. * olleh 모바일 정보제공사업자번호차단 서비스 안내 및 신청하기  바로가기"
"모바일","olleh 모바일 발신번호표시제한으로 전화가 올 경우 수신거부가 가능한가요?","","olleh 모바일 발신번호표시제한으로 전화가 올 경우 수신거부가 가능한가요?","부가서비스","네,  2G/3G 고객에게 익명호(olleh 모바일 발신번호제한 서비스가 설정된 전화)가걸려 올 경우 고객의 핸드폰으로 통화가 연결되지 않고 , 음성사서함으로 연결하는 olleh 모바일 익명호수신거부 서비스 신청 시 가능합니다."
"모바일","olleh 모바일 특정번호수신차단 서비스 가입 시 특정번호만 수신 차단이 가능한가요?","","olleh 모바일 특정번호수신차단 서비스 가입 시 특정번호만 수신 차단이 가능한가요?","부가서비스","네. olleh 모바일 특정번호수신차단서비스 신청 시 고객님이 수신차단을 희망하는 10개의 번호에 대하여 음성 및 SMS 차단이 가능합니다."
"모바일","뮤직팩 라이트 서비스는 무엇인가요?","","뮤직팩 라이트 서비스는 무엇인가요?","부가서비스","매월 최대 3건까지 최신 통화연결음과 벨소리를 별도의 정보이용료 없이 사용할 수 있는 실속형/고객선택형 뮤직 패키지 서비스이며, 월 이용요금은 2,700원 입니다.   (본 서비스는 2008년 7월 4일부터  가입제한 되었습니다)"
"모바일","olleh 모바일 휴대폰공인인증서를 사용하는데 PC에서 인증서를 새로 발급 받았습니다. 핸드폰에 다시 저장해야 하나요?","","olleh 모바일 휴대폰공인인증서를 사용하는데 PC에서 인증서를 새로 발급 받았습니다. 핸드폰에 다시 저장해야 하나요?","부가서비스","네. 이전에 사용하던 인증서는 사용할 수 없는 인증서이므로 이전에 저장해 둔 인증서는 삭제하고, 사용 가능한 인증서를 다시 저장해야 합니다."
"모바일","olleh 모바일 휴대폰공인인증서가 저장이 안되는데 어떻게 해야하나요?","","olleh 모바일 휴대폰공인인증서가 저장이 안되는데 어떻게 해야하나요?","부가서비스","저장이 안 되는 이유는 다음과 같습니다. 첫째, 네트웍 장애로 모바일 인터넷이 끓어진 경우.둘째, 핸드폰 번호입력을 잘못한 경우.셋째, 인증서암호가 틀린 경우. 기타의 경우, 모바일상품 고객센터로 문의 바랍니다."
"모바일","olleh 모바일 휴대폰공인인증서 암호의 입력오류 초과 제한이 있나요?","","olleh 모바일 휴대폰공인인증서 암호의 입력오류 초과 제한이 있나요?","부가서비스","인증서암호 입력오류 초과제한은 없습니다.  인증서 암호를 잊어버린 경우, 인증서를 삭제 하시고 다시발급 받으시면서 인증서 암호를 재등록 하면 됩니다.  이때, 핸드폰에 저장된 인증서를 삭제하고 신규로 발급 받은 인증서를 다시 저장해 두어야 합니다."
"모바일","olleh 모바일 휴대폰공인인증서 서비스를 가입하기 위하여 은행으로 가야 하나요?","","olleh 모바일 휴대폰공인인증서 서비스를 가입하기 위하여 은행으로 가야 하나요?","부가서비스","아닙니다. 자주 이용하시는 은행의 웹 사이트를 통해서 가입할 수 있으며, 각 이동통신사 별 고객센터(핸드폰에서 114)를 통해 가입할 수 있습니다."
"모바일","핸드폰을 일시정지를 해도 olleh 모바일 휴대폰공인인증서를 이용 할 수 있나요?","","핸드폰을 일시정지를 해도 olleh 모바일 휴대폰공인인증서를 이용 할 수 있나요?","부가서비스","핸드폰을 일시정지 한 경우, 인증서의 송/수신은 이루어지지 않습니다.다만, 핸드폰에 저장된 인증서보기와 삭제는 가능합니다."
"모바일","olleh 모바일 링투유플러스 서비스는 무엇인가요?","","olleh 모바일 링투유플러스 서비스는 무엇인가요?","부가서비스","olleh 모바일 링투유 서비스와 멘트링 서비스를 저렴한 가격으로 동시에 이용할 수 있는 서비스이며, 월 이용요금은 1,200원 입니다. * olleh 모바일 링투유플러스 서비스 안내 및 신청 바로가기▶"
